Grants For Predoctoral Mobility (Short Stays);;;;;;;;;;;;;;;;;;;;
"Projects ""Explore Science"" And ""Explore Technology""";;;;;;;;;;;;;;;;;;;;
Research, Develpopment And Innovation Projects;;;;;;;;;;;;;;;;;;;;
Societal Challenges Research Projects;;;;;;;;;;;;;;;;;;;;
Euraxess Network For Researchers In Motion;;;;;;;;;;;;;;;;;;;;
Institutional Funding Of Public Research Institutes;;;;;;;;;;;;;;;;;;;;
Science, Technology And Innovation Information System;;;;;;;;;;;;;;;;;;;;
Council For Science, Technology And Innovation Policies;;;;;;;;;;;;;;;;;;Strategic Policy Intelligence;;
Institutional Digital Repository Of The National Research Council;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;;;
Spanish Academic Network;;;;;;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;
Ethics Committee Of The Spanish National Research Council;;;;;;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;
Technical And Scientific Committee Of The Spanish Research Agency;;;;;;;;;;Multi-Stakeholder Engagement;;;;;;;;;;
Annual Work Programme Of The National Plan For Scientific And Technical Research And Innovation;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;;;
Integrated University Information System;;Business Innovation Policy Strategies;;;;;;;;;;;;;;;;;;
National Agency For Quality Assessment And Accreditation;;;;;;;;;;;;;;;;;;Strategic Policy Intelligence;;
National Commission For The Evaluation Of Research Activity;;;;;;;;;;;;;;;;;;;;
Spanish Participation In Multilateral Initiatives;;;;;;;;;;;;;;;;;;;;
Emplea;;;;;;;;;;;;;;;;;;;;
Grants For Torres Quevedo Contracts;;;;;;;;;Intersectoral Mobility;;;;;;;;;;;
Grants For Industrial Doctorates;;;;Collaborative Research And Innovation;;;;;Intersectoral Mobility;;;;;;;;;;;
New Distinguished Researcher Position In Public Research Centers;;;;Collaborative Research And Innovation;;;;;Intersectoral Mobility;;;;;;;;;;;
Predoctoral Contracts For Training In Health Research - Pfis;;;;;;;;;;;;;;;;;;;;
Iis-Enterprise Doctor Fellowships In Health Sciences And Technology I-Pfis;;;;;;;;;;;;;;;;;;;;
Grants For Training In Health Research Management (Fgin);;;;;;;;;Intersectoral Mobility;;;;;;;;;;;
Contracts For Health Research Management (Gis);;;;;;;;;;;;;;;;;;;;
Contracts For The Reinforcement Of Research Activity At Health Research Institutes;;;;;;;;;;;;;;;;;;;;
Integrating Gender Mainstreaming In The Spanish Strategy Of Science, Technology And Innovation And The Spanish Plan Of Scientific Research, Technology And Innovation;;;;;;;;;;;;;;;;;;;;
Strategic Framework For Sme Policy 2030;;;;;;;;;;;;;;;;;;;;
Research Projects In Health: Research Projects In Health (Pi) & Technological Development Projects In Health (Dts);;Business Innovation Policy Strategies;;;;;;;;;;;;;;;;;;
Health Joint Programming International Grants;;;;;;;;;;;;;;;;;;;;
Bioinformatics Technical Research Support Staff Contracts At The Iis;;;;;;;;;;;;;;;;;;;;
Ciber- Biomedical Research Networking Center;;;;;;;;;;;;;;;;;;;;
Technological And Innovation Platforms;;;Cluster Policies;;;;;;;;;;;;;;;;;
Grants For Infrastructures And Technical An Scientific Equipment Acquisition;;;Cluster Policies;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Grants To Encourage The Continuous Incorporation Of Phds;;;;;;;;;;;;;;;;;;;;
Promotion Of Young Employment And Implementation Of The Youth Guarantee In Rdi;;;;;;;;;;;;;;;;;;;;
Grants For Juan De La Cierva-Incorporation Contracts;;;;;;;;;;;;;;;;;;;;
Spanish Patent, Trademark Office Patent And Utility Model Promotion Subsidies;;;;;;;;;;;;;;;;;;;;
Instruments To Support Ipr In Public Research;;;;;;;;;;;;;;;;;;;;
Observatory Women, Science And Innovation;;;;;;;;;;;;;;;;;;;;
Measures To Avoid Gender-Related Barriers;;;;;;;;;;;;;;;;;;Strategic Policy Intelligence;;
Airef Spending Review;;;;;;;;;;;;;;;;;;;;
Committee Of Ethics In Research;;;;;;;;;;;;;;;;;;;;
Beatriz Galindo Grants For Attracting International Talent To Universities;;;;;;;;;;;;;;;;;;;;
Pidi Net;;;;;;;;;;;;;;;;;;;;
Cervera Aids;;;;;;;;;;;;Non-Financial Support To Business R&D And Innovation;;;;;;;;
Cervera Projects;;;;Collaborative Research And Innovation;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Innovative Public Purchasing Office;;;;Collaborative Research And Innovation;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Strategic Energy And Climate Framework;;;;;;;;;;;;;;;;;Stimulating Demand For Innovation And Market Creation;;;
Authorization To Test Automated Driving Systems;;;;;;;;;;;;;;;Research And Innovation For Society Strategy;;;;;
Regulation Of Automatic Parking Systems In Motor Vehicles;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Monitoring Compliance With The Legal Provisions On The Protection Of Personal Data;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Artificial Intelligence Advisory Council;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Spain Mobility Stimulus - Hydrogen Renewable Research;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;Strategic Policy Intelligence;;
Energy Storage Strategy;;Business Innovation Policy Strategies;;;;;;;;;;;;;;;;;;
Spanish Strategy For Science And Technology And Innovation;;Business Innovation Policy Strategies;;;;;;;;;;;;;;;;;;
Science, Technology And Innovation Advisory Board;;Business Innovation Policy Strategies;;;;;;;;;;;;;Research And Innovation For Society Strategy;;;;;
Spanish Observatory Of R&I;;;;;;;;Horizontal Policy Coordination;;Multi-Stakeholder Engagement;;;;;;;;;;
Law 14/2011, Of 1st June, On Science, Technology And Innovation;;;;;;;;;;;;;;;;;;Strategic Policy Intelligence;;
University Act Reform;;Business Innovation Policy Strategies;;;;;;;Intersectoral Mobility;;;;;;;;;;;
Cdti International Net;;;;;;;;;;;;;;;;;;;;
Cdti-Eurostars Projects;;;;;;;;;;;;Non-Financial Support To Business R&D And Innovation;;;;;;;;
Invest In Spain R&D (Spanish Institute Of Foreign Trade - Icex);;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;Targeted Support To Smes;
Call For International Mobility Of Spanish Academics And Researchers;;;;;;;;;;;;;;;;;;;;
Scientific Summer Campus;;;;;;;;;;;;;;;;;;;;
Predoctoral University Faculty Training Program;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Grants For Juan De La Cierva-Formación Contracts;;;;;;;;;;;;;;;;;;;;
Grants For Ramón Y Cajal Contracts;;;;;;;;;;;;;;;;;;;;
Predoctoral Salvador De Madariaga Programme At The European University Institute;;;;;;;;;;;;;;;;;;;;
Women And Science Unit;;;;;;;;;;;;;;;;;;;;
Scientific Information And News Service;;;;;;;;;;;;;;;;;;;;
Science Literacy Perception Survey;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Crowdfunding/Crowdsourcing Platform Precipita;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;Strategic Policy Intelligence;;
National Roadmap Of Unique Scientific And Technological Infrastructures;;;;;;;;;;Multi-Stakeholder Engagement;;;;;;Science, Technology And Innovation Culture;;;;
Participation In The European Strategic Forum On Research Infrastructure;;;;;;;;;;;;;;;;;;;;
Recolecta - Open Science Harvester;;;;;;;;;;;;;;;;;;;;
Cien Strategic Business Research Consortia;;;;;;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;
National Awards Of Innovation And Design;;;Cluster Policies;Collaborative Research And Innovation;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Innovative Sme Seal And Registry;;;;;;;;;;;;Non-Financial Support To Business R&D And Innovation;;;;Science, Technology And Innovation Culture;;;;
Cdti Innovation Lines;;;;;;;;;;;;Non-Financial Support To Business R&D And Innovation;;;;;;;Targeted Support To Smes;
Rdi Projects;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Neotec Grants;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
R&D Tax Incentives;;;;;;;Financial Support To Business R&D And Innovation;;Intersectoral Mobility;;;;;;;;;;Targeted Support To Smes;
Enisa Participative Loans;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Innvierte;;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Innodemanda;;;;;;;;;;;;;;;;;;;;
Fid. Action Program “Fostering Of Innovation From Demand Side”;;;;;;;;;;;;;;;;;Stimulating Demand For Innovation And Market Creation;;;
Spanish Patent Act 24/2015;;;;;;;;;;;;;;;;;Stimulating Demand For Innovation And Market Creation;;;
Action Plan For Science And Innovation;;;;;;;;;;;;;;;;;;;;
Recovery, Transformation And Resilience Plan;;;;;;;;;;;;;;;;;;;;
Ramón Y Cajal Programme;;;;;;;;;;;;;;;;;;;;
I3 Programme;;;;;;;;;;;;;;;;;;;;
Stabilisation Of Public Employment Agreement;;;;;;;;;;;;;;;;;;;;
Torres Quevedo Contract Aids;;;;;;;;;;;;;;;;;;;;
Programme Funding Ai R&D Missions;;;;;;;;;;;;;;;;;;;;
Call For Aid Regarding Ai In Value Chains;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
National Artificial Intelligence Strategy;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Science And Innovation Missions;;;;;;;;;;;;;;;;;;;;
Ex-Ante Recognition Of Rdi Nature Of A Project In Applying For Tax Deductions;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
5g Strategy Promotion;;;;;;;;Horizontal Policy Coordination;;;;Non-Financial Support To Business R&D And Innovation;;;;;;;;
Call For R+D+I Projects To Carry Out «Proofs Of Concept»;;Business Innovation Policy Strategies;;;;;;;;;;;;;;;;;;
Call For R+D+I Projects «Collaboration Challenges»;;;;;;;;;;;;;;;Research And Innovation For Society Strategy;;;;;
International Collaboration Projects;;;;Collaborative Research And Innovation;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Green And Digital Transition Projects;;;;;;;;;;;;;;;;;;;;
Ecosystem Develpment On R&D&I For Advanced 5g And 6g;;;;;;;;;;;;;;;;;;;;
Independent Clinical Research Projects;;Business Innovation Policy Strategies;;;;;;;;;;;;;;;;;;
Expansion Of The R & D & I Structure Of The Ciber Consortium;;;;;;;;;;;;;;;;;;;;
Ricors' Financing;;;Cluster Policies;;;;;;;;;;;;;;;;;
Financing Of Platforms In Support Of R + D + I In Biomedicine And Health Sciences;;;Cluster Policies;;;;;;;;;;;;;;;;;
Infrastructure Of Personalised Medicine Associated With Science And Technology;;;Cluster Policies;;;;;;;;;;;;;;;;;
Coordination Of Health Research Institutes;;;Cluster Policies;;;;;;;;;;;;Research And Innovation For Society Strategy;;;;;
National Subprogram For Mobility;;;Cluster Policies;;;;;;;;;;;;;;;;;
Strategic Plan On Biomedical Research And Public Health;;;;;;;;;;;;;;;;;;;;
Public Registry Of Knowledge Transfer Offices;;;;;;;;;;;;;;;;;;;;
Roadmap To Foster Co-Operation Between Universities, Research And Business In Spain;;;;;;;;;;;;;;;;;;;;
"Funding Programme For Excellent Scientific Research ""María De Guzman""";;;;Collaborative Research And Innovation;;;;;;;;;;;;;;Strategic Policy Intelligence;;
Research Infrastructures And Standards For Open Science;;;;;;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;
Fotciencia;;;;;;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;
Media And Scientific Literacy;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Mythbusters;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Financial Support For Industrial R&D&I Projects In The Manufacturing Industry;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Promoting The Raise Of Funding For Business R&D And Innovation;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Business Growth Programme (Connected Industry 4.0);;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;Targeted Support To Smes;
Fond-Ico Next Tech;;;;;Digital Transformation Of Firms;;;;;;;Non-Financial Support To Business R&D And Innovation;;;;;;;Targeted Support To Smes;
Improvement Of Statistics And Data Collection On Gender Equality In R&I;;;;;;;;;;;;;;;;;;;;
Structural Change For Equal, Inclusive And Diverse Organisations In Science And Innovation;;;;;;;;;;;;;;;;;;;;
Making Visible Women Talent In Science, Technology And Innovation And Empower It;;;;;;;;;;;;;;;;;;;;
"Financial Support To Spanish Universities Participating In The ""European Universities"" Programme";;;;;;;;;;;;;;;;;;;;
Unidigital Plan;;;;;;;;;;;;;;;;;;;;
University Coexistence Law;;;;;;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;
Young Researchers Contest;;;;;;;;;;;;;;;;;;;;
Archimedes Contest;;;;;;;;;;;;;;;;;;;;
Faro Programme;;;;;;;;;;;;;;;;;;;;
Grants For Mobility Periods Abroad;;;;;;;;;Intersectoral Mobility;;;;;;;;;;;
Grants For The Attraction Of Foreign Research Talent;;;;;;;;;;;;;;;;;;;;
Retraining Grants;;;;;;;;;;;;;;;;;;;;
Promotion Of Spanish Leadership And Participation In The European Research And Innovation Arena;;;;;;;;;;;;;;;;;;;;
Action Plan For The Implementation Of The 2030 Agenda;;;;;;;;;;;;;;;;;;;;
Monitoring Committee Of The Spanish Strategy For Science And Technology And Innovation;;;;;;;;;;;;;;;Research And Innovation For Society Strategy;;;;;
Coordination, Monitoring And Evaluation Committee Of The State Plan For Scientific And Technological Research, And Innovation;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;;;
Strategic Plan For Strengthen The Link Between Science And Society;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;;;
Innovation For Development Projects;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Business Growth Programme;;;;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Rdi Infrastructures And Centers Tackling Covid-19;;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Covid19 Relief Funding For Public Research Institutions;;;;;;;;;;;;;;;;;;;;
Relief Fund For R&I Activity For Mid-Caps And Smes;;;;;;;;;;;;;;;;;;;;
Innovation Projects And Access To Capital For Ongoing R&I Projects Or Any New Innovation Activity That May Be Needed To Face The Covid 19;;;;;;;;;;;;;;;;;;;;
Science And Innovation Fighting Against Covid19 Webpage;;;;;;;;;;;;;;;;;;;;
Covid19 Relief Funding For Public Research Institutions;;;;;;;;;;;;;;;;;;;;
Relief Fund For R&I Activity For Mid-Caps And Smes;;;;;;;;;;;;;;;;;;;;
Innovation Projects And Access To Capital For Ongoing R&I Projects Or Any New Innovation Activity That May Be Needed To Face The Covid 19;;;;;;;;;;;;;;;;;;;;
Science And Innovation Fighting Against Covid19 Webpage;;;;;;;;;;;;;;;;;;;;
