Code Of Practice On Search And Copyright;;;;;;;;;;;;;;;;;;;;
Ip Enforcement Strategy Protecting Creativity, Supporting Innovation: Ip Enforcement 2020;;;;;;;;;;;;;;;;;;;;
Legislative Changes To Equalise Criminal Sanctions For Copyright Infringement;;;;;;;;;;;;;;;;;;;;
Investment In Research Talent;;;;;;;;;;;;;;;;;;;;
Project Enthuse;;;;;;;;;;;;;;;;;;;;
Science Learning Partnerships (Including Increasing Access To Triple Science Gcse);;;;;;;;;;;;;;;;;;;;
Computer Science Network Of Excellence;;;;;;;;;;;;;;;;;;;;
Maths Mastery;;;;;;;;;;;;;;;;;;;;
Maths Hubs;;;;;;;;;;;;;;;;;;;;
Shanghai Maths Teacher Exchange;;;;;;;;;;;;;;;;;;;;
Core Maths Support Programme;;;;;;;;;;;;;;;;;;;;
Further Maths Support Programme;;;;;;;;;;;;;;;;;;;;
Level 3 Mathematics Support Programme;;;;;;;;;;;;;;;;;;;;
Inspiring Science Fund;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Crest Awards;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Investment Organisations (Ios);;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Stem Inspiration And Other National Programmes;;;;;;;;;;;;;;;;;;;;
Sciencewise;;;;;;;;;;Multi-Stakeholder Engagement;;;;;;;;;;
British Science Week;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Ai Review : Growing The Artificial Intelligence Industry In The Uk';;;;;;;;;;;;;;;;;;;;
Innovation And Enterprise Fellowships;;;;;;;;;Intersectoral Mobility;;;;;;;;;;;
Academic Health Science Networks;;;;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Centre For Data Ethics And Innovation;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
A Guide To Using Ai In The Public Sector;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Strategic Relationship Management Programme;;;;;;;;;;;;;;;;;;;;
Global Entrepreneur Programme;;;;;;;;;;;;;;;;;;;;
Invest In Great Britain And Northern Ireland;;;;;;;;;;;;;;;;;;;;
Tier 1 Visa For Exceptional Talent;;;;;;;;;;;;;;;;;;;;
Uk Research And Innovation Equality Diversity & Inclusion Strategy;;;;;;;;;;;;;;;;;;;;
Women In Innovation Campaign;;;;;;;;;;;;;;;;;;;;
Tier 5 Government Authorised Exchange Scheme;;;;;;;;;;;;;;;;;;;;
The Public Attitudes To Science Survey;;;;;;Ethics Of Emerging Technologies;;;;Multi-Stakeholder Engagement;;;;;;;;Strategic Policy Intelligence;;
Uk Research And Innovation Vision For Public Engagement;;;;;;;;;;Multi-Stakeholder Engagement;;;;;;;;;;
Uk Research And Innovation Future Leaders Fellowships;;;;;;;;;;;;;;;;;;;;
National Measurement System;;;;;;;;;;;;;;;;;;;;
Public Weather Service;;;;;;;;;;;;;;;;;;;;
The Rutherford Fund;;;;;;;;;;;;;;;;;;;;
Met Office Hadley Centre Climate Change Programme;;;;;;;;;;;;;;;;;;;;
Space Weather Service;;;;;;;;;;;;;;;;;;;;
Local Industrial Strategies;;;Cluster Policies;;;;;;;;;;;;;;;;;
University Enterprise Zones;;;Cluster Policies;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Expanding Excellence In England Fund;;;;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Networks In Industrial Biotechnology And Bioenergy Phase Ii;;;;;;;;;;;;;;;;;;;;
Innovate Uk Young Innovators Competition;;;;;;;;;;;;;;;;;;;;
The Uk’s Research And Innovation Infrastructure Report;;;;;;;;;;;;;;;;;;;;
Strategic Priorities Fund;;;;;;;;;;;;;;;;;;;;
Knowledge Exchange Framework;;;;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Ukri Fund For International Collaboration;;;;;;;;;;;;;;;;;;;;
Uk Research And Innovation Research Integrity Committee;;;;;;;;;;;;;;;;;;;;
Intellectual Asset Management For Universities;;;;;;;;;;;;;;;;;;;;
2020 Vision For Science And Research - Long Term Capital Investment;;;;;;;;;;;;;;;;;;;;
Knowledge Exchange Concordat;;;;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Uk 2015 National Space Policy;;;;;;;;;;;;;;;;;;;;
Facial Recognition Technology Study;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Deepfakes And Audio-Visual Disinformation Study;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Smart Speakers And Voice Assistants Study;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Ai And Personal Insurance Study;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Trialling Automated Vehicle Technologies In Public;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Automated And Electric Vehicles Bill;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Guidance On Ai And Data Protection;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Tackling Online Harms;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Data Ethics And Ai Guidance Landscape;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Lawtech Sandbox;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Review Into Bias In Algorithmic Decision-Making;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
National Data Strategy;;;;;Digital Transformation Of Firms;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;
Regulatory Framework For Automated Vehicles;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
Project Explain;;;;;;Ethics Of Emerging Technologies;;;;;;;;;;;;;;
R&D Tax Credit For Smes;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;Targeted Support To Smes;
Patent Box;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Innovation Inducement Prizes;;;;;;;;;;;;;;;;;Stimulating Demand For Innovation And Market Creation;;Targeted Support To Smes;
Small Business Research Initiative;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;Targeted Support To Smes;
High Value Opportunities (Hvo);;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
British Standards Institution (Bsi);;;;;;;;;;;;;;;;;Stimulating Demand For Innovation And Market Creation;;;
Smart Specialisation Strategy For England;;;;;;;;;;;;;;;;;;;;
Free Online Ip Training Tool For Business Advisers;;;;;;;;;;;;;;;;;;;;
Intellectual Property Enterprise Court;;;;;;;;;;;;;;;;;;;;
Ip Finance Toolkit;;;;;;;;;;;;;;;;;;;;
Ip Audits;;;;;;;;;;;;;;;;;;;;
Mediation Service;;;;;;;;;;;;;;;;;;;;
Patent Opinions;;;;;;;;;;;;;;;;;;;;
System For Fast-Tracking Green Patent Applications;;;;;;;;;;;;;;;;;;;;
Lambert Toolkit;;;;;;;;;;;;;;;;;;;;
Government-Led Search Engine Rountables;;;;;;;;;;;;;;;;;;;;
Police Intellectual Property Crime Unit;;;;;;;;;;;;;;;;;;;;
Raise Awareness Of The Ip Insurance Market;;;;;;;;;;;;;;;;;;;;
Reform Of Legislation On Copyright;;;;;;;;;;;;;;;;;;;;
Export Marketing Research Scheme;;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Market Visit Support;;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Mid Sized Business (Msbs) Programme;;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Open To Export;;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Tradeshow Access Programme (Tap);;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Britain Open For Business;;Business Innovation Policy Strategies;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Dit - Events And Missions;;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Investments Services Team (Ist);;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Passport To Export;;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Technology Partnerships Unit (Tpu);;;;;;;;;;;;;;;;;;;Targeted Support To Smes;
Dit - Catalyst Uk;;;;;;;;;;;;;;;;;;;;
Newton Fund;;;;;;;;;;;;;;Research And Innovation For Developing Countries;;;;;;
Stem Ambassadors;;;;;;;;;;;;;;;;Science, Technology And Innovation Culture;;;;
Stimulating Physics Network;;;;;;;;;;;;;;;;;;;;
Centres For Doctoral Training;;;;;;;;;;;;;;;;;;;;
Concordat To Support The Career Development Of Researchers;;;;;;;;;;;;;;;;;;;;
Vitae;;;;;;;;;;;;;;;;;;;;
World Class Laboratories Fund;;;;;;;;;;;;;;;;;;;;
Business R&D Subsidies For Green Economic Recovery In Automotive Sector;;;;;;;;;;;;;;;;;;;;
Aerospace Technology Projects To Power A Green Aviation Revolution;;;;;;;;;;;;;;;;;;;;
Hy4heat: Hydrogen For Heating Demonstration Programme;;;;;;;;;;;;;;;;;;;;
The Industrial Strategy Challenge Fund For Future Of Mobility Challenges;;;;;;;;;;;;;;;;;;;;
Industrial Energy Transformation Fund;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Innovative Green Projects Creating The Next Generation Of Electric Trucks And Hydrogen-Powered Buses;;;;;;;;;;;;;;;;;;;;
Funding For Batteries And Hydrogen Vehicles;;;;;;;;;;;;;;;;;;;;
Foresight Exercises By The Government Office For Science, With Input From Research Councils And Innovate Uk;;;;;;;;;;;;;;;;;;Strategic Policy Intelligence;;
Science And Innovation Audits;;;Cluster Policies;;;;;;;;;;;;;;;Strategic Policy Intelligence;;
Pathways To Impact;;;;;;;;;;;;;;;;;;;;
Research Excellence Framework;;;;;;;;;Intersectoral Mobility;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;Strategic Policy Intelligence;;
Uk Research Partnership Investment Fund;;;Cluster Policies;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Gateway To Research;;;;;;;;;;;;Non-Financial Support To Business R&D And Innovation;Open Science And Enhanced Access To Publications And Research Data;;;;;;;
Open Data Institute;;;;;;;;;;;;;Open Science And Enhanced Access To Publications And Research Data;;;;;;;
Knowledge Transfer Partnerships;;;;Collaborative Research And Innovation;;;Financial Support To Business R&D And Innovation;;Intersectoral Mobility;;;;;;;;;;;
Biomedical Catalyst;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Catapult Centres;;;Cluster Policies;Collaborative Research And Innovation;Digital Transformation Of Firms;;;;;;;Non-Financial Support To Business R&D And Innovation;;;;;;;;
Higher Education Innovation Funding;;;;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Design Council - Mentoring Service;;;;;;;;;;;;Non-Financial Support To Business R&D And Innovation;;;;;;;;
Patent Library Network;;;;;;;;;;;;Non-Financial Support To Business R&D And Innovation;;;;;;;Targeted Support To Smes;
Funding For Collaborative R&D;;;;Collaborative Research And Innovation;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
R&D Expenditure Credit;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Recognition Of Post-Docs In Certain Conditions As Permanent Employees;;;;;;;;;;;;;;;;;;;;
Policy And Concordat On Research Integrity;;;;;;;;;;;;;;;;;;;;
Policy And Linked Activity On Equality, Diversity And Inclusion;;;;;;;;;;;;;;;;;;;;
Athena Swan Charter On Gender Equality;;;;;;;;;;;;;;;;;;;;
Race Equality Charter;;;;;;;;;;;;;;;;;;;;
Forum And Position Statement On Bullying And Harassment;;;;;;;;;;;;;;;;;;;;
Hr Excellence In Research Award;;;;;;;;;;;;;;;;;;;;
Uk Research Fellowships;;;;;;;;;;;;;;;;;;;;
Global Talent Visa;;;;;;;;;;;;;;;;;;;;
Review Of Data On Graduate Outcomes;;;;;;;;;;;;;;;;;;;;
Careers In Research Online Survey And Principal Investigators And Research Leaders Survey;;;;;;;;;;;;;;;;;;;;
Early Career Researcher Forum;;;;;;;;;;;;;;;;;;;;
Single Uk Higher Education Pay Scale;;;;;;;;;;;;;;;;;;;;
The Uk’s Ten Point Plan For A Green Industrial Revolution;;;;;;;;;;;;;;;;;;;;
Net Zero Innovation Portfolio;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Energy Innovation Programme;;;;;;;;;;;;;;;;;;;;
Uk International Climate Finance;;;;;;;;;;;;;;Research And Innovation For Developing Countries;;;;;;
Clean Growth Fund;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Energy Entrepreneurs Fund;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
Clean Energy Innovation Facility;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
The Climate Fund Accelerator;;;;;;;;;;;;;;Research And Innovation For Developing Countries;;;;;;
Net Zero Innovation Board;;;;;;;;;;;;;;;;;;;;
Net Zero Strategy;;;;;;;;;;;;;;;;;;;;
The Industrial Strategy Challenge Fund For Clean Growth Challenges;;;;;;;;;;;;;;;;;;;;
Clean Growth Strategy: Leading The Way To A Low Carbon Future;;;;;;;Financial Support To Business R&D And Innovation;;;;;;;;;;;;;
National Science And Technology Council;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;;;
Office For Science And Technology Strategy;;;;;;;;Horizontal Policy Coordination;;;;;;;;;;;;
Uk Research And Development Roadmap;;Business Innovation Policy Strategies;;;;;;;;;;;;;;;;;;
Advanced Research And Invention Agency;;;;;;;;;;;;;;;;;;;;
Health And Care Research Funding;;;;;;;;;;;;;;;;;;;;
Networked Organisation For Health And Care Research In Wales;;;;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Supporting Excellence In Clinical And Translational Research In Scotland;;;;;;;;;;;;;;;;;;;;
Administration And Coordination Of The R&D Budget;;;;;;;;;;;;;;;;;;;;
Funding Scotland's Further And Higher Education Institutions;;;;;;;;;;;;;;;;;;;;
Higher Education Funding In Wales;;;;;;;;;;;;;;;;;;;;
Research Funding For The Ni Universities;;;;;;;;;;;;;;;;;;;;
Defence And Security Accelerator;;;;Collaborative Research And Innovation;;;;;;;;;;;;;;;;
Global Health Research Programmes;;;;;;;;;;;;;;Research And Innovation For Developing Countries;;;;;;
Independent Review Into Uk Research Bureaucracy;;;;;;;;;;;;;;;;;;Strategic Policy Intelligence;;
Industrial Decarbonisation Strategy;;Business Innovation Policy Strategies;;;;;;;;;;;;;;;;;;
Intelligence Coordination Group;;;;;;;;;;;;;;;;;;;;
Public R&D Investment During Covid-19;;;;;;;;;;;;;;;;;;;;
